latitude,longitude,name,color
34.02811840501792,-81.23611628205128,,#FFF00
34.02811840501792,-81.23607342307692,,#FFF00
34.02811840501792,-81.23603056410256,,#FFF00
34.02811840501792,-81.23598770512821,,#FFF00
34.02811840501792,-81.23594484615384,,#FFF00
34.02811840501792,-81.23590198717949,,#FFF00
34.02811840501792,-81.23585912820513,,#FFF00
34.02811840501792,-81.23581626923077,,#FFF00
34.02811840501792,-81.23577341025641,,#FFF00
34.02811840501792,-81.23573055128205,,#FFF00
34.02811840501792,-81.23568769230769,,#FFF00
34.02811840501792,-81.23564483333334,,#FFF00
34.02811840501792,-81.23560197435897,,#FFF00
34.02811840501792,-81.23555911538462,,#FFF00
34.02811840501792,-81.23551625641025,,#FFF00
34.02811840501792,-81.2354733974359,,#FFF00
34.02811840501792,-81.23543053846154,,#FFF00
34.02811840501792,-81.23538767948718,,#FFF00
34.02811840501792,-81.23534482051282,,#FFF00
34.02811840501792,-81.23530196153847,,#FFF00
34.02811840501792,-81.2352591025641,,#FFF00
34.02811840501792,-81.2352591025641,,#FFF00
34.02811840501792,-81.23521624358975,,#FFF00
34.02811840501792,-81.23517338461538,,#FFF00
34.02811840501792,-81.23513052564103,,#FFF00
34.02811840501792,-81.23508766666667,,#FFF00
34.02811840501792,-81.2350448076923,,#FFF00
34.02811840501792,-81.23500194871795,,#FFF00
34.02811840501792,-81.23495908974358,,#FFF00
34.02811840501792,-81.23491623076923,,#FFF00
34.02811840501792,-81.23487337179488,,#FFF00
34.02811840501792,-81.23483051282051,,#FFF00
34.02811840501792,-81.23478765384615,,#FFF00
34.02811840501792,-81.2347447948718,,#FFF00
34.02811840501792,-81.23470193589743,,#FFF00
34.02811840501792,-81.23465907692308,,#FFF00
34.02811840501792,-81.23461621794871,,#FFF00
34.02811840501792,-81.23457335897436,,#FFF00
34.02811840501792,-81.23457335897436,,#FFF00
34.02808283154122,-81.2345305,,#FFF00
34.02804725806452,-81.2345305,,#FFF00
34.02801168458782,-81.23448764102564,,#FFF00
34.027976111111116,-81.23448764102564,,#FFF00
34.02794053763441,-81.23444478205128,,#FFF00
34.027904964157706,-81.23444478205128,,#FFF00
34.027869390681005,-81.23440192307692,,#FFF00
34.027833817204304,-81.23440192307692,,#FFF00
34.0277982437276,-81.23435906410256,,#FFF00
34.027762670250894,-81.23431620512821,,#FFF00
34.02772709677419,-81.23431620512821,,#FFF00
34.02769152329749,-81.23427334615384,,#FFF00
34.02765594982079,-81.23427334615384,,#FFF00
34.02762037634409,-81.23423048717949,,#FFF00
34.02758480286739,-81.23423048717949,,#FFF00
34.02754922939068,-81.23418762820513,,#FFF00
34.02751365591398,-81.23418762820513,,#FFF00
34.02747808243728,-81.23414476923077,,#FFF00
34.027442508960576,-81.23414476923077,,#FFF00
34.027406935483874,-81.23410191025641,,#FFF00
34.027371362007166,-81.23405905128205,,#FFF00
34.027335788530465,-81.23405905128205,,#FFF00
34.027300215053764,-81.23401619230769,,#FFF00
34.02726464157706,-81.23401619230769,,#FFF00
34.02722906810036,-81.23397333333334,,#FFF00
34.02719349462366,-81.23397333333334,,#FFF00
34.02715792114695,-81.23393047435897,,#FFF00
34.02712234767025,-81.23393047435897,,#FFF00
34.02708677419355,-81.23388761538462,,#FFF00
34.02708677419355,-81.23388761538462,,#FFF00
34.02712234767025,-81.23388761538462,,#FFF00
34.02715792114695,-81.23388761538462,,#FFF00
34.02719349462366,-81.23388761538462,,#FFF00
34.02722906810036,-81.23388761538462,,#FFF00
34.02726464157706,-81.23388761538462,,#FFF00
34.027300215053764,-81.23388761538462,,#FFF00
34.027335788530465,-81.23388761538462,,#FFF00
34.027371362007166,-81.23388761538462,,#FFF00
34.027406935483874,-81.23388761538462,,#FFF00
34.027442508960576,-81.23388761538462,,#FFF00
34.02747808243728,-81.23388761538462,,#FFF00
34.02751365591398,-81.23388761538462,,#FFF00
34.02754922939068,-81.23388761538462,,#FFF00
34.02758480286739,-81.23388761538462,,#FFF00
34.02762037634409,-81.23388761538462,,#FFF00
34.02765594982079,-81.23388761538462,,#FFF00
34.02769152329749,-81.23388761538462,,#FFF00
34.02772709677419,-81.23388761538462,,#FFF00
34.027762670250894,-81.23388761538462,,#FFF00
34.0277982437276,-81.23388761538462,,#FFF00
34.027833817204304,-81.23388761538462,,#FFF00
34.027869390681005,-81.23388761538462,,#FFF00
34.027904964157706,-81.23388761538462,,#FFF00
34.02794053763441,-81.23388761538462,,#FFF00
34.027976111111116,-81.23388761538462,,#FFF00
34.02801168458782,-81.23388761538462,,#FFF00
34.02804725806452,-81.23388761538462,,#FFF00
34.02808283154122,-81.23388761538462,,#FFF00
34.02811840501792,-81.23388761538462,,#FFF00
34.02811840501792,-81.23388761538462,,#FFF00
34.02815397849462,-81.23384475641026,,#FFF00
34.02818955197133,-81.23384475641026,,#FFF00
34.02822512544803,-81.2338018974359,,#FFF00
34.02826069892473,-81.2338018974359,,#FFF00
34.028296272401434,-81.23375903846154,,#FFF00
