latitude,longitude,name,color
34.02483136645962,-81.22806209726444,,#FFF00
34.02490248447205,-81.22797598784194,,#FFF00
34.02490248447205,-81.22788987841945,,#FFF00
34.02497360248447,-81.22780376899696,,#FFF00
34.02504472049689,-81.22771765957447,,#FFF00
34.02504472049689,-81.22763155015197,,#FFF00
34.025115838509315,-81.22754544072949,,#FFF00
34.025115838509315,-81.22745933130699,,#FFF00
34.025186956521736,-81.22737322188449,,#FFF00
34.02525807453416,-81.22745933130699,,#FFF00
34.02525807453416,-81.22754544072949,,#FFF00
34.02532919254658,-81.22763155015197,,#FFF00
34.02540031055901,-81.22771765957447,,#FFF00
34.02540031055901,-81.22780376899696,,#FFF00
34.02547142857143,-81.22788987841945,,#FFF00
34.02554254658385,-81.22788987841945,,#FFF00
34.02561366459627,-81.22780376899696,,#FFF00
34.02561366459627,-81.22771765957447,,#FFF00
34.02561366459627,-81.22763155015197,,#FFF00
34.02561366459627,-81.22754544072949,,#FFF00
34.02568478260869,-81.22745933130699,,#FFF00
34.02568478260869,-81.22737322188449,,#FFF00
34.02568478260869,-81.22728711246201,,#FFF00
34.02568478260869,-81.22720100303951,,#FFF00
34.025755900621114,-81.22711489361701,,#FFF00
34.025755900621114,-81.22702878419453,,#FFF00
34.025755900621114,-81.22694267477203,,#FFF00
34.025827018633535,-81.22685656534954,,#FFF00
34.025898136645964,-81.22677045592705,,#FFF00
34.025969254658385,-81.22668434650456,,#FFF00
34.025969254658385,-81.22659823708206,,#FFF00
34.026040372670806,-81.22651212765957,,#FFF00
34.02611149068323,-81.22642601823708,,#FFF00
34.02618260869565,-81.22633990881458,,#FFF00
34.02618260869565,-81.2262537993921,,#FFF00
34.02618260869565,-81.2261676899696,,#FFF00
34.02618260869565,-81.2260815805471,,#FFF00
34.02618260869565,-81.22599547112462,,#FFF00
34.02618260869565,-81.22590936170212,,#FFF00
34.02618260869565,-81.22582325227964,,#FFF00
34.02618260869565,-81.22573714285714,,#FFF00
34.02618260869565,-81.22565103343464,,#FFF00
34.02618260869565,-81.22556492401216,,#FFF00
34.02618260869565,-81.22547881458966,,#FFF00
34.02618260869565,-81.22539270516717,,#FFF00
34.02618260869565,-81.22530659574468,,#FFF00
34.02611149068323,-81.22522048632219,,#FFF00
34.026040372670806,-81.22522048632219,,#FFF00
34.025969254658385,-81.22513437689969,,#FFF00
34.025898136645964,-81.22513437689969,,#FFF00
34.025827018633535,-81.2250482674772,,#FFF00
34.025755900621114,-81.22496215805471,,#FFF00
34.02568478260869,-81.22496215805471,,#FFF00
34.02561366459627,-81.22487604863221,,#FFF00
34.02561366459627,-81.22478993920973,,#FFF00
34.02561366459627,-81.22470382978723,,#FFF00
34.02561366459627,-81.22461772036473,,#FFF00
34.02561366459627,-81.22453161094225,,#FFF00
34.02561366459627,-81.22444550151975,,#FFF00
34.02561366459627,-81.22435939209726,,#FFF00
34.02561366459627,-81.22427328267477,,#FFF00
34.02561366459627,-81.22418717325228,,#FFF00
34.02561366459627,-81.22410106382978,,#FFF00
34.02554254658385,-81.2240149544073,,#FFF00
34.02547142857143,-81.22410106382978,,#FFF00
34.02540031055901,-81.22418717325228,,#FFF00
34.02540031055901,-81.22427328267477,,#FFF00
34.02532919254658,-81.22435939209726,,#FFF00
34.02525807453416,-81.22444550151975,,#FFF00
34.02525807453416,-81.22453161094225,,#FFF00
34.025186956521736,-81.22461772036473,,#FFF00
34.025115838509315,-81.22470382978723,,#FFF00
34.025115838509315,-81.22478993920973,,#FFF00
34.02504472049689,-81.22487604863221,,#FFF00
34.02504472049689,-81.22496215805471,,#FFF00
34.02504472049689,-81.2250482674772,,#FFF00
34.02504472049689,-81.22513437689969,,#FFF00
34.02504472049689,-81.22522048632219,,#FFF00
34.02497360248447,-81.22530659574468,,#FFF00
34.02490248447205,-81.22539270516717,,#FFF00
34.02483136645962,-81.22530659574468,,#FFF00
34.0247602484472,-81.22522048632219,,#FFF00
34.0247602484472,-81.22513437689969,,#FFF00
34.02468913043478,-81.2250482674772,,#FFF00
34.02461801242236,-81.22496215805471,,#FFF00
34.02454689440994,-81.22487604863221,,#FFF00
34.02454689440994,-81.22478993920973,,#FFF00
34.024475776397516,-81.22470382978723,,#FFF00
34.024475776397516,-81.22461772036473,,#FFF00
34.024475776397516,-81.22453161094225,,#FFF00
34.02454689440994,-81.22444550151975,,#FFF00
34.02454689440994,-81.22435939209726,,#FFF00
34.02454689440994,-81.22427328267477,,#FFF00
34.02454689440994,-81.22418717325228,,#FFF00
34.02454689440994,-81.22410106382978,,#FFF00
34.02326677018633,-81.22487604863221,,#FFF00
34.02333788819875,-81.22487604863221,,#FFF00
34.023409006211175,-81.22478993920973,,#FFF00
34.0234801242236,-81.22478993920973,,#FFF00
34.023551242236024,-81.22478993920973,,#FFF00
34.023622360248446,-81.22470382978723,,#FFF00
34.02369347826087,-81.22470382978723,,#FFF00
34.02376459627329,-81.22470382978723,,#FFF00
34.02383571428571,-81.22461772036473,,#FFF00
34.02390683229814,-81.22461772036473,,#FFF00
34.02397795031056,-81.22453161094225,,#FFF00
34.02404906832298,-81.22444550151975,,#FFF00
34.0241201863354,-81.22435939209726,,#FFF00
34.02419130434782,-81.22427328267477,,#FFF00
34.024262422360245,-81.22418717325228,,#FFF00
34.024333540372666,-81.22418717325228,,#FFF00
34.024404658385095,-81.22410106382978,,#FFF00
34.024475776397516,-81.2240149544073,,#FFF00
34.02326677018633,-81.22487604863221,,#FFF00
34.02333788819875,-81.22487604863221,,#FFF00
34.023409006211175,-81.22478993920973,,#FFF00
34.0234801242236,-81.22478993920973,,#FFF00
34.023551242236024,-81.22478993920973,,#FFF00
34.023622360248446,-81.22470382978723,,#FFF00
34.02369347826087,-81.22470382978723,,#FFF00
34.02376459627329,-81.22470382978723,,#FFF00
34.02383571428571,-81.22461772036473,,#FFF00
34.02390683229814,-81.22461772036473,,#FFF00
34.02397795031056,-81.22453161094225,,#FFF00
34.02404906832298,-81.22444550151975,,#FFF00
34.0241201863354,-81.22435939209726,,#FFF00
34.02419130434782,-81.22427328267477,,#FFF00
34.024262422360245,-81.22418717325228,,#FFF00
34.024333540372666,-81.22418717325228,,#FFF00
34.024404658385095,-81.22410106382978,,#FFF00
34.024475776397516,-81.2240149544073,,#FFF00
34.02454689440994,-81.22410106382978,,#FFF00
34.02461801242236,-81.2240149544073,,#FFF00
34.02454689440994,-81.2239288449848,,#FFF00
34.024475776397516,-81.2240149544073,,#FFF00
34.02490248447205,-81.22539270516717,,#FFF00
34.02483136645962,-81.22530659574468,,#FFF00
34.0247602484472,-81.22522048632219,,#FFF00
34.0247602484472,-81.22513437689969,,#FFF00
34.02468913043478,-81.2250482674772,,#FFF00
34.02461801242236,-81.22496215805471,,#FFF00
34.02454689440994,-81.22487604863221,,#FFF00
34.02454689440994,-81.22478993920973,,#FFF00
34.024475776397516,-81.22470382978723,,#FFF00
34.024475776397516,-81.22461772036473,,#FFF00
34.024475776397516,-81.22453161094225,,#FFF00
34.02454689440994,-81.22444550151975,,#FFF00
34.02454689440994,-81.22435939209726,,#FFF00
34.02454689440994,-81.22427328267477,,#FFF00
34.02454689440994,-81.22418717325228,,#FFF00
34.02454689440994,-81.22410106382978,,#FFF00
34.02618260869565,-81.22530659574468,,#FFF00
34.02611149068323,-81.22522048632219,,#FFF00
34.026040372670806,-81.22522048632219,,#FFF00
34.025969254658385,-81.22513437689969,,#FFF00
34.025898136645964,-81.22513437689969,,#FFF00
34.025827018633535,-81.2250482674772,,#FFF00
34.025755900621114,-81.22496215805471,,#FFF00
34.02568478260869,-81.22496215805471,,#FFF00
34.02561366459627,-81.22487604863221,,#FFF00
34.02561366459627,-81.22478993920973,,#FFF00
34.02561366459627,-81.22470382978723,,#FFF00
34.02561366459627,-81.22461772036473,,#FFF00
34.02561366459627,-81.22453161094225,,#FFF00
34.02561366459627,-81.22444550151975,,#FFF00
34.02561366459627,-81.22435939209726,,#FFF00
34.02561366459627,-81.22427328267477,,#FFF00
34.02561366459627,-81.22418717325228,,#FFF00
34.02561366459627,-81.22410106382978,,#FFF00
34.02554254658385,-81.2240149544073,,#FFF00
34.02547142857143,-81.22410106382978,,#FFF00
34.02540031055901,-81.22418717325228,,#FFF00
34.02540031055901,-81.22427328267477,,#FFF00
34.02532919254658,-81.22435939209726,,#FFF00
34.02525807453416,-81.22444550151975,,#FFF00
34.02525807453416,-81.22453161094225,,#FFF00
34.025186956521736,-81.22461772036473,,#FFF00
34.025115838509315,-81.22470382978723,,#FFF00
34.025115838509315,-81.22478993920973,,#FFF00
34.02504472049689,-81.22487604863221,,#FFF00
34.02504472049689,-81.22496215805471,,#FFF00
34.02504472049689,-81.2250482674772,,#FFF00
34.02504472049689,-81.22513437689969,,#FFF00
34.02504472049689,-81.22522048632219,,#FFF00
34.02497360248447,-81.22530659574468,,#FFF00
34.02625372670807,-81.22530659574468,,#FFF00
34.02632484472049,-81.22522048632219,,#FFF00
34.02639596273292,-81.22522048632219,,#FFF00
34.02646708074534,-81.22513437689969,,#FFF00
34.02653819875776,-81.22513437689969,,#FFF00
34.026609316770184,-81.2250482674772,,#FFF00
34.026680434782605,-81.2250482674772,,#FFF00
34.02675155279503,-81.22496215805471,,#FFF00
34.02682267080745,-81.22496215805471,,#FFF00
